CityID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
290,katsina,29,NG,1563410949,48,12.99,7.6,86.46,9.6
291,egvekinot,99,RU,1563410639,58,66.32,-179.17,57.3,10.49
292,george,3,MW,1563410949,73,-15.35,34.83,56.4,1.88
293,pokhara,1,NP,1563410950,79,28.21,83.99,54.06,3.87
294,moranbah,0,AU,1563410950,38,-22.0,148.04,61.62,15.46
295,grindavik,40,IS,1563410617,93,63.84,-22.43,55.4,13.87
296,caiaponia,44,BR,1563410950,58,-16.96,-51.81,69.18,5.84
297,kaitangata,67,NZ,1563410485,51,-46.28,169.85,52.0,3.0
298,tarauaca,61,BR,1563410950,97,-8.16,-70.77,72.42,1.1
299,paamiut,100,GL,1563410856,94,61.99,-49.67,42.72,26.11
300,maumere,88,ID,1563410950,55,-8.63,122.22,78.54,0.22
301,conde,35,BR,1563410951,89,-11.81,-37.61,65.94,2.75
302,bichena,94,ET,1563410951,85,10.45,38.2,52.08,4.63
303,hofn,100,IS,1563410526,97,64.25,-15.21,41.64,13.11
304,slavyanka,100,RU,1563410951,97,42.86,131.39,66.48,2.62
305,san jose del guaviare,60,CO,1563410951,96,2.57,-72.65,72.96,1.81
306,barreirinha,92,BR,1563410952,75,-2.8,-57.07,77.46,4.45
307,atambua,80,ID,1563410586,71,-9.11,124.89,76.2,12.06
308,yerbogachen,14,RU,1563410952,68,61.28,108.01,61.98,11.77
309,flin flon,97,CA,1563410876,70,54.77,-101.88,62.34,4.12
310,mykolayiv,34,UA,1563410952,64,46.97,32.0,65.4,10.16
311,oban,55,GB,1563410952,96,56.42,-5.47,53.01,3.78
312,ranong,40,TH,1563410953,100,9.96,98.62,77.0,1.12
313,salinas,1,US,1563410909,60,36.67,-121.66,86.0,20.8
314,tautira,20,PF,1563410953,54,-17.73,-149.15,80.6,9.17
315,gizo,0,IL,1563410953,83,31.8,34.94,79.0,5.82
316,la reforma,5,MX,1563410953,46,25.08,-108.06,93.2,17.22
317,ndioum,15,SN,1563410953,62,16.51,-14.65,84.2,4.7
318,kodiak,1,US,1563410687,27,39.95,-94.76,93.2,11.41
319,bandarbeyla,23,SO,1563410954,59,9.49,50.81,78.72,30.15
320,susehri,93,TR,1563410954,74,40.16,38.09,55.86,0.89
321,banmankhi,53,IN,1563410954,81,25.89,87.19,82.14,6.64
322,boffa,100,GN,1563410954,81,10.18,-14.04,79.08,12.44
323,aguimes,40,ES,1563410954,68,27.91,-15.45,71.6,27.51
324,sydney,0,AU,1563410689,44,-33.85,151.22,63.0,17.22
325,takoradi,60,GH,1563410612,95,4.89,-1.75,72.78,2.62
326,beloha,0,MG,1563410955,64,-25.17,45.06,63.42,6.87
327,ilulissat,100,GL,1563410536,81,69.22,-51.1,46.4,5.82
328,carahue,20,CL,1563410955,93,-38.71,-73.16,44.6,2.24
329,verkhovyna,0,UA,1563410955,94,48.15,24.83,46.32,4.29
330,myaundzha,85,RU,1563410955,72,63.05,147.18,58.38,15.14
331,road town,40,VG,1563410956,78,18.42,-64.62,84.2,9.17
332,general roca,0,AR,1563410956,37,-39.03,-67.58,53.6,13.87
333,turayf,0,SA,1563410916,39,31.68,38.65,82.4,6.93
334,danville,1,US,1563410782,26,37.82,-122.0,95.0,5.82
335,santa maria,40,BR,1563410678,56,-16.02,-48.01,71.6,4.7
336,kirovohrad,10,UA,1563410956,91,48.51,32.26,54.78,6.62
337,zhigansk,0,RU,1563410622,52,66.77,123.37,50.1,31.79
338,plettenberg bay,83,ZA,1563410658,40,-34.05,23.37,58.74,4.27
339,ayan,0,IR,1563410956,44,38.23,44.7,55.14,5.28
340,aykhal,0,RU,1563410957,70,65.95,111.51,46.4,8.95
341,swan hill,8,AU,1563410957,82,-35.34,143.56,48.66,6.6
342,adrar,0,DZ,1563410801,7,27.87,-0.29,93.2,5.82
343,talara,0,PE,1563410957,91,-4.58,-81.27,63.24,18.68
344,talnakh,0,RU,1563410957,56,69.49,88.39,68.0,6.71
345,luanda,0,AO,1563410806,94,-8.83,13.24,69.8,6.93
346,charlotte,1,US,1563410957,65,35.23,-80.84,84.99,4.97
347,holzminden,75,DE,1563410958,93,51.83,9.45,57.2,3.36
348,tuatapere,100,NZ,1563410732,77,-46.13,167.69,48.99,1.99
349,martapura,77,ID,1563410958,84,-3.41,114.85,77.82,7.27
350,leon,1,US,1563410958,88,40.74,-93.75,89.6,13.27
351,boddam,100,GB,1563410958,100,57.47,-1.78,57.99,5.82
352,sungaipenuh,84,ID,1563410833,93,-2.08,101.38,71.16,2.37
353,camapua,0,BR,1563410959,70,-19.53,-54.04,65.94,11.79
354,aklavik,75,CA,1563410690,60,68.22,-135.01,75.2,4.7
355,vostok,100,RU,1563410579,94,46.45,135.83,66.48,5.68
356,houma,100,CN,1563410959,81,35.63,111.36,68.46,2.37
357,hirara,75,JP,1563410959,94,24.8,125.28,78.8,24.16
358,guozhen,100,CN,1563410959,94,29.3,113.14,79.08,9.19
359,broken hill,75,AU,1563410905,71,-31.97,141.45,51.8,5.82
360,mumford,1,GH,1563410960,97,5.26,-0.76,71.7,3.47
361,poltavka,23,RU,1563410962,86,54.36,71.76,57.66,7.58
362,preston,90,GB,1563410962,87,53.76,-2.71,61.0,5.82
363,lichinga,31,MZ,1563410963,62,-13.3,35.25,60.9,7.18
364,matara,24,BI,1563410697,86,-3.48,29.48,48.66,0.94
365,blyznyuky,0,UA,1563410963,82,48.86,36.56,58.92,3.53
366,middlebury,1,US,1563410964,100,44.01,-73.17,75.0,3.36
367,eldorado,76,BR,1563410964,98,-24.52,-48.11,50.46,0.89
368,konstantinovka,63,UA,1563410964,80,46.85,29.85,62.16,2.39
369,bradeni,81,RO,1563410964,93,46.08,24.83,61.0,2.24
370,riyadh,0,SA,1563410965,13,24.63,46.72,84.2,6.93
371,mahajanga,0,MG,1563410965,63,-15.72,46.32,66.2,6.93
372,vila,0,IT,1563410965,77,45.18,8.4,73.0,3.36
373,kavaratti,100,IN,1563410570,75,10.57,72.64,83.04,25.88
374,waipawa,33,NZ,1563410602,77,-39.94,176.59,52.0,8.01
375,chekhov,75,RU,1563410965,93,55.14,37.45,62.01,4.47
376,longyearbyen,40,NO,1563410499,75,78.22,15.63,42.8,8.05
377,javanrud,0,IR,1563410966,34,34.8,46.49,66.2,2.24
378,porto torres,0,IT,1563410874,88,40.84,8.4,68.0,1.12
379,jabinyanah,0,TN,1563410966,69,35.03,10.91,77.0,4.59
380,inta,100,RU,1563410647,94,66.04,60.13,47.58,14.76
381,xiamen,75,CN,1563410862,55,24.46,118.07,89.6,4.47
382,taoudenni,22,ML,1563410966,15,22.68,-3.98,100.5,13.42
383,romitan,0,UZ,1563410966,28,39.93,64.38,80.6,11.41
384,banjar,96,ID,1563410709,95,-7.37,108.54,68.46,1.3
385,lazaro cardenas,75,MX,1563410967,27,28.39,-105.62,91.4,4.7
386,vanavara,0,RU,1563410841,71,60.35,102.28,70.8,10.02
387,rio gallegos,40,AR,1563410967,86,-51.62,-69.22,39.2,3.36
388,otjimbingwe,0,NA,1563410967,37,-22.35,16.13,51.0,4.59
389,yebaishou,0,CN,1563410967,58,41.4,119.64,74.94,4.56
390,liku,97,ID,1563410968,81,-0.73,119.89,80.34,10.02
391,swan river,100,CA,1563410968,83,52.11,-101.27,63.78,6.93
392,rio grande,0,BR,1563410677,95,-32.03,-52.1,51.54,5.44
393,wanaka,66,NZ,1563410968,88,-44.7,169.14,34.44,4.97
394,marshall,1,US,1563410968,70,39.12,-93.2,91.4,9.17
395,prince rupert,90,CA,1563410595,93,54.32,-130.32,55.4,13.87
396,broome,100,GB,1563410532,82,52.47,1.45,64.99,4.7
397,bubaque,100,GW,1563410969,82,11.28,-15.83,79.62,10.58
398,sayat,0,TM,1563410969,20,38.78,63.88,86.0,6.93
399,roswell,1,US,1563410695,23,33.39,-104.52,96.8,11.41
400,flinders,0,AU,1563410891,41,-34.58,150.85,62.01,16.11
401,matay,1,EG,1563410937,64,28.42,30.79,79.62,13.94
402,san pedro,79,AR,1563410969,69,-33.68,-59.66,55.0,5.01
403,adzope,24,CI,1563410970,99,6.11,-3.86,70.98,2.59
404,mugumu,99,TZ,1563410970,58,-1.84,34.67,67.02,5.66
405,tommot,16,RU,1563410970,55,58.97,126.27,69.0,5.79
406,dunedin,87,NZ,1563410886,56,-45.87,170.5,48.48,5.37
407,nurota,0,UZ,1563410905,19,40.56,65.69,80.6,2.24
408,simao,76,CN,1563410971,98,22.76,100.79,68.64,0.36
409,salinopolis,1,BR,1563410971,74,-0.61,-47.36,82.68,13.0
410,pisco,0,PE,1563410476,77,-13.71,-76.2,62.6,17.22
411,saldanha,16,PT,1563410538,64,41.42,-6.55,68.28,2.55
412,jiblah,49,YE,1563410971,67,13.92,44.15,71.52,0.49
413,bondo,84,CD,1563410971,98,3.81,23.69,69.0,1.14
414,boende,83,CD,1563410972,91,-0.28,20.88,73.5,1.79
415,douentza,4,ML,1563410972,29,15.01,-2.95,92.58,9.42
416,kaeo,35,NZ,1563410972,100,-35.1,173.78,63.0,7.76
417,bitung,20,ID,1563410972,70,1.44,125.19,84.2,3.36
418,sinnamary,58,GF,1563410881,80,5.38,-52.96,82.14,11.77
419,yichun,99,CN,1563410973,79,27.8,114.38,83.58,1.72
420,mount isa,0,AU,1563410566,24,-20.73,139.49,68.0,16.11
421,dubbo,75,AU,1563410973,66,-32.25,148.6,51.8,11.41
422,kaspiysk,0,RU,1563410973,68,42.88,47.64,71.6,2.24
423,sulangan,100,PH,1563410973,70,11.14,123.72,81.42,5.01
424,luderitz,0,NA,1563410689,76,-26.65,15.16,48.2,1.12
425,ende,45,ID,1563410974,75,-8.84,121.65,77.1,4.07
426,coruripe,38,BR,1563410974,95,-10.12,-36.18,67.92,5.03
427,toyooka,75,JP,1563410974,100,35.55,134.82,78.8,5.82
428,quatre cocos,75,MU,1563410910,77,-20.21,57.76,69.8,18.34
429,conway,1,US,1563410975,70,35.09,-92.44,89.6,13.87
430,christchurch,0,NZ,1563410838,71,-43.53,172.64,54.0,4.7
431,shitanjing,100,CN,1563410975,46,39.23,106.34,80.16,1.19
432,churapcha,82,RU,1563410975,70,62.0,132.43,59.82,10.71
433,brumunddal,95,NO,1563410975,77,60.89,10.94,55.99,1.01
434,sangar,89,RU,1563410489,81,63.92,127.47,54.6,2.68
435,ituango,96,CO,1563410975,97,7.17,-75.76,61.44,2.28
436,robertson,0,AU,1563410976,41,-34.59,150.59,61.0,16.11
437,corpus christi,1,US,1563410976,79,27.8,-97.4,89.6,14.99
438,itarema,70,BR,1563410976,85,-2.92,-39.92,76.02,7.02
439,wainwright,83,CA,1563410976,76,52.84,-110.86,69.18,8.55
440,kysyl-syr,0,RU,1563410976,53,63.9,122.77,55.32,14.67
441,nabire,100,ID,1563410977,87,-3.36,135.5,76.2,1.83
442,lorengau,31,PG,1563410865,78,-2.02,147.27,82.68,8.88
443,carbonia,0,IT,1563410977,83,39.17,8.53,71.6,5.82
444,kursumlija,0,RS,1563410977,72,43.14,21.27,60.8,3.36
445,sucre,40,BO,1563410977,47,-19.05,-65.26,55.4,8.05
446,sao felix do xingu,19,BR,1563410977,56,-6.64,-51.99,74.76,1.34
447,bacolod,100,PH,1563410978,76,10.68,122.95,83.04,18.7
448,alekseyevka,20,RU,1563410930,88,53.25,50.49,62.6,11.18
449,blind river,1,CA,1563410978,64,46.19,-82.96,77.0,3.33
450,antalaha,66,MG,1563410978,98,-14.9,50.28,57.84,3.83
451,fairbanks,40,US,1563410719,41,64.84,-147.72,77.0,4.7
452,saint-pierre,0,FR,1563410768,59,48.95,4.24,62.6,3.36
453,rodrigues alves,0,BR,1563410978,94,-7.74,-72.65,75.2,2.24
454,sochaczew,0,PL,1563410979,87,52.23,20.24,55.99,5.82
455,celestun,100,MX,1563410979,81,20.87,-90.4,82.14,23.85
456,ajaccio,0,FR,1563410784,82,41.93,8.74,69.8,4.7
457,pangnirtung,40,CA,1563410979,50,66.15,-65.72,52.44,5.06
458,hobyo,50,SO,1563410536,69,5.35,48.53,76.02,22.68
459,lavrentiya,100,RU,1563410487,67,65.58,-170.99,59.82,6.04
460,saint-paul,0,FR,1563410980,72,45.22,1.9,62.01,2.24
461,san miguel,0,AR,1563410980,71,-34.54,-58.72,59.0,5.82
462,quimper,0,FR,1563410980,100,48.0,-4.1,64.0,4.7
463,tromso,75,NO,1563410980,81,69.65,18.96,46.4,1.12
464,nortelandia,21,BR,1563410980,47,-14.45,-56.8,75.66,4.05
465,letlhakane,0,BW,1563410981,39,-21.42,25.59,52.08,8.32
466,erdaojiang,85,CN,1563410981,88,41.78,126.03,67.74,4.47
467,esperance,33,AU,1563410511,81,-33.86,121.89,51.8,5.82
468,xifeng,21,CN,1563410981,80,42.73,124.72,74.4,12.19
469,santa isabel,40,MX,1563410982,14,32.63,-115.58,107.6,8.05
470,kodinsk,100,RU,1563410982,95,58.6,99.18,64.5,6.69
471,alto araguaia,64,BR,1563410982,57,-17.32,-53.22,72.42,5.59
472,klaksvik,94,FO,1563410982,100,62.23,-6.59,50.0,8.05
473,fayetteville,1,US,1563410982,62,36.06,-94.16,90.0,9.17
474,mindelo,0,PT,1563410983,93,41.31,-8.72,64.99,2.24
475,orebro,0,SE,1563410800,87,59.27,15.21,55.4,2.24
476,fortuna,0,ES,1563410707,78,38.18,-1.13,75.99,3.36
477,morden,1,CA,1563410983,100,49.19,-98.1,77.0,3.36
478,malinyi,88,TZ,1563410983,55,-8.94,36.14,69.54,2.75
479,oranjestad,20,AW,1563410744,78,12.52,-70.03,82.4,20.8
480,poshekhonye,100,RU,1563410983,95,58.5,39.12,58.2,8.95
481,torquay,40,GB,1563410984,88,50.47,-3.52,64.0,8.05
482,fare,23,PF,1563410984,75,-16.7,-151.02,75.84,18.32
483,kelme,40,LT,1563410984,93,55.63,22.93,55.4,11.41
484,murdochville,63,CA,1563410984,64,48.96,-65.49,56.94,12.75
485,omaruru,0,NA,1563410984,27,-21.42,15.95,52.08,5.12
486,catalina,0,PE,1563410985,77,-13.57,-76.13,62.6,17.22
487,murray bridge,78,AU,1563410985,88,-35.12,139.28,55.0,8.99
488,khasan,100,RU,1563410985,93,42.43,130.64,69.18,1.5
489,normandin,20,CA,1563410767,63,48.84,-72.53,64.4,2.24
490,osoyoos,75,CA,1563410985,47,49.03,-119.47,78.8,24.16
491,parnu,0,EE,1563410986,92,58.39,24.5,50.0,4.0
492,batticaloa,100,LK,1563410858,75,7.71,81.69,76.56,2.21
493,zambezi,0,ZM,1563410986,46,-13.55,23.12,54.96,5.01
494,kluczbork,88,PL,1563410829,81,50.97,18.21,56.04,1.95
495,sola,66,TZ,1563410986,58,-3.17,33.8,66.3,7.36
496,ouahigouya,0,BF,1563410986,43,13.58,-2.42,87.0,14.09
497,esil,83,KZ,1563410986,78,51.96,66.41,61.44,3.96
498,baturaja,100,ID,1563410976,88,-4.12,104.17,68.46,2.28
499,prescott,20,US,1563410987,27,34.54,-112.47,99.0,10.29
500,birin,40,NP,1563410987,88,26.89,88.07,78.8,2.24
501,constitucion,75,MX,1563410571,24,23.99,-104.67,80.6,6.93
502,ust-koksa,45,RU,1563410987,87,50.27,85.62,50.82,7.34
503,lerwick,100,GB,1563410987,93,60.15,-1.15,57.2,9.17
504,chabahar,81,IR,1563410903,75,25.29,60.65,82.5,13.47
505,zonguldak,100,TR,1563410988,75,41.25,31.83,73.5,15.1
506,ahipara,58,NZ,1563410517,100,-35.17,173.16,63.0,14.41
507,ciudad bolivar,52,VE,1563410709,73,8.12,-63.55,79.98,2.89
508,sitangkai,100,PH,1563410988,84,4.66,119.39,81.6,14.32
509,pudozh,100,RU,1563410988,92,61.81,36.54,54.6,6.38
510,saint-augustin,20,CA,1563410988,47,45.63,-73.98,77.0,3.36
511,montivilliers,75,FR,1563410988,87,49.55,0.19,60.8,11.41
512,carutapera,1,BR,1563410989,86,-1.2,-46.02,77.28,4.45
513,launceston,41,AU,1563410762,70,-41.43,147.14,50.0,9.17
514,ribeira grande,0,PT,1563410488,86,38.52,-28.7,72.06,13.13
515,pandamatenga,1,BW,1563410884,55,-18.54,25.64,52.98,4.41
516,smithers,90,CA,1563410858,82,54.78,-127.17,59.0,5.82
517,vao,9,EE,1563410919,89,59.1,26.19,56.76,6.62
518,ishigaki,75,JP,1563410989,89,24.34,124.16,84.2,13.87
519,manokwari,58,ID,1563410712,62,-0.87,134.08,80.7,7.63
520,contamana,45,PE,1563410990,92,-7.35,-75.01,72.06,1.25
521,sosnovoborsk,0,RU,1563410990,88,56.12,93.34,64.4,3.36
522,nadym,88,RU,1563410675,71,65.53,72.51,72.24,3.44
523,puerto escondido,90,MX,1563410489,70,15.86,-97.07,84.2,4.7
524,roma,0,IT,1563410766,52,41.89,12.48,70.0,3.36
525,manyana,0,AU,1563410990,41,-35.26,150.51,62.01,16.11
526,pimentel,79,BR,1563410991,97,-3.7,-45.5,72.6,2.91
527,havre-saint-pierre,20,CA,1563410725,48,50.23,-63.6,66.2,20.8
528,chapais,1,CA,1563410877,42,49.78,-74.86,66.2,5.82
529,saint-georges,83,CA,1563410891,58,46.12,-70.67,69.01,7.67
530,terra santa,88,BR,1563410991,83,-2.1,-56.49,76.56,1.97
531,osakarovka,9,KZ,1563410991,93,50.56,72.58,57.66,5.79
532,miri,87,NG,1563410991,89,10.31,9.75,73.14,3.65
533,leningradskiy,98,RU,1563410613,92,69.38,178.42,36.42,9.89
534,dicabisagan,100,PH,1563410992,79,17.08,122.42,83.04,6.85
535,baglung,1,NP,1563410992,79,28.27,83.59,54.06,3.87
536,ziarat,0,PK,1563410949,78,30.38,67.73,64.32,2.15
537,praia da vitoria,20,PT,1563410545,83,38.73,-27.07,72.0,9.42
538,los llanos de aridane,90,ES,1563410885,73,28.66,-17.92,71.6,17.22
539,tema,75,GH,1563410992,88,5.66,-0.01,77.0,9.17
540,deputatskiy,98,RU,1563410932,76,69.3,139.9,38.22,10.54
541,severo-kurilsk,80,RU,1563410799,96,50.68,156.12,44.34,6.96
542,zhuhai,52,CN,1563410993,78,40.71,112.04,71.6,4.47
543,pangai,20,TO,1563410994,69,-19.8,-174.35,80.6,9.17
544,bafoulabe,28,ML,1563410994,62,13.81,-10.83,84.12,6.91
545,dabat,100,ET,1563410994,96,12.98,37.77,63.96,1.5
546,vestmanna,95,FO,1563410994,100,62.16,-7.17,50.0,8.05
547,kalemie,0,CD,1563410994,67,-5.95,29.2,61.8,3.83
548,cap malheureux,75,MU,1563410994,77,-19.98,57.61,69.8,18.34
549,shirokiy,0,RU,1563410995,100,53.87,39.17,57.99,4.25
550,igarka,0,RU,1563410995,57,67.47,86.57,67.74,17.85
551,price,1,US,1563410743,7,39.6,-110.81,91.4,14.99
552,bajil,0,ES,1563410997,87,38.23,-2.07,60.01,3.0
553,qianan,0,CN,1563410997,65,44.99,124.06,78.72,6.96
554,ipilan,100,PH,1563410997,76,8.84,117.9,81.96,13.2
555,mulchen,17,CL,1563410998,95,-37.72,-72.23,41.82,2.1
556,san borja,34,BO,1563410998,77,-14.86,-66.75,71.52,1.43
557,taggia,40,IT,1563410998,78,43.86,7.85,73.4,5.82
558,kloulklubed,75,PW,1563410659,74,7.04,134.26,86.0,5.82
559,bodo,23,CI,1563410998,99,5.91,-4.68,70.98,2.53
560,cairns,20,AU,1563410999,60,-16.92,145.77,71.6,16.11
561,arman,100,RU,1563410999,95,59.7,150.17,53.16,3.11
562,bundaberg,0,AU,1563410754,39,-24.87,152.35,68.0,14.99
563,aosta,0,IT,1563410999,52,45.74,7.32,69.01,3.36
564,steinbach,75,CA,1563410999,73,49.53,-96.69,73.4,6.93
565,angoche,21,MZ,1563410574,94,-16.23,39.91,65.4,4.18
566,ampanihy,0,MG,1563410999,62,-24.69,44.75,64.5,7.99
567,beringovskiy,91,RU,1563411000,67,63.05,179.32,64.32,4.45
568,ushtobe,0,KZ,1563411000,17,45.25,77.98,80.34,10.2
569,avera,1,US,1563410549,58,33.19,-82.53,95.0,3.36
570,san juan de los lagos,40,MX,1563411000,22,21.25,-102.33,80.6,8.05
571,surt,0,LY,1563410805,64,31.21,16.59,77.46,7.38
572,palmer,75,AU,1563411001,87,-34.85,139.16,55.0,11.41
573,baoshan,75,CN,1563411001,83,31.41,121.49,84.99,6.71
574,panguna,0,PG,1563411001,79,-6.32,155.48,80.88,3.67
575,dingle,100,PH,1563410515,84,11.0,122.67,80.34,14.81
576,mato verde,3,BR,1563411001,61,-15.4,-42.86,71.34,10.8
577,hay river,75,CA,1563410728,50,60.82,-115.79,75.2,9.17
578,verkhoyansk,77,RU,1563411002,57,67.55,133.39,45.24,25.75
579,virginia beach,1,US,1563410848,79,36.85,-75.98,91.0,9.17
580,ulagan,33,RU,1563411003,92,50.63,87.96,49.2,4.38
581,iqaluit,75,CA,1563410735,58,63.75,-68.52,59.0,5.82
582,gilgit,2,PK,1563411003,52,35.92,74.31,51.36,2.77
